Hour,Data
7.0,0.0
7.0833,6.614e-37
7.1667,4.107e-08
7.25,8.844e-06
7.3333,9.138e-05
7.4167,0.0004352
7.5,0.001408
7.5833,0.003582
7.6667,0.00764
7.75,0.01424
7.8333,0.02363
7.9167,0.03529
8.0,0.04967
8.0833,0.06668
8.1667,0.08635
8.25,0.1088
8.3333,0.1342
8.4167,0.1626
8.5,0.1943
8.5833,0.2294
8.6667,0.268
8.75,0.3104
8.8333,0.3566
8.9167,0.4069
9.0,0.4612
9.0833,0.5196
9.1667,0.5823
9.25,0.6492
9.3333,0.7203
9.4167,0.7956
9.5,0.8752
9.5833,0.9589
9.6667,1.047
9.75,1.138
9.8333,1.234
9.9167,1.333
10.0,1.435
10.0833,1.54
10.1667,1.649
10.25,1.76
10.3333,1.873
10.4167,1.989
10.5,2.106
10.5833,2.225
10.6667,2.345
10.75,2.466
10.8333,2.588
10.9167,2.709
11.0,2.83
11.0833,2.95
11.1667,3.07
11.25,3.188
11.3333,3.304
11.4167,3.418
11.5,3.529
11.5833,3.637
11.6667,3.742
11.75,3.844
11.8333,3.941
11.9167,4.035
12.0,4.123
12.0833,4.208
12.1667,4.285
12.25,4.36
12.3333,4.427
12.4167,4.489
12.5,4.544
12.5833,4.593
12.6667,4.636
12.75,4.672
12.8333,4.701
12.9167,4.722
13.0,4.739
13.0833,4.748
13.1667,4.749
13.25,4.744
13.3333,4.731
13.4167,4.711
13.5,4.685
13.5833,4.652
13.6667,4.612
13.75,4.566
13.8333,4.513
13.9167,4.454
14.0,4.387
14.0833,4.318
14.1667,4.242
14.25,4.16
14.3333,4.074
14.4167,3.982
14.5,3.887
14.5833,3.786
14.6667,3.683
14.75,3.575
14.8333,3.465
14.9167,3.353
15.0,3.237
15.0833,3.12
15.1667,3.002
15.25,2.882
15.3333,2.761
15.4167,2.639
15.5,2.518
15.5833,2.397
15.6667,2.277
15.75,2.157
15.8333,2.039
15.9167,1.923
16.0,1.808
16.0833,1.696
16.1667,1.586
16.25,1.48
16.3333,1.376
16.4167,1.275
16.5,1.179
16.5833,1.085
16.6667,0.996
16.75,0.9106
16.8333,0.8293
16.9167,0.752
17.0,0.6791
17.0833,0.6104
17.1667,0.5459
17.25,0.4857
17.3333,0.4296
17.4167,0.3777
17.5,0.3298
17.5833,0.2857
17.6667,0.2455
17.75,0.2089
17.8333,0.1758
17.9167,0.146
18.0,0.1193
18.0833,0.09565
18.1667,0.07481
18.25,0.05667
18.3333,0.04117
18.4167,0.02828
18.5,0.01757
18.5833,0.01021
18.6667,0.005125
18.75,0.002155
18.8333,0.0007431
18.9167,0.0001938
